systematic_name	common_name	ensembl_transcript	refseq_transcript	entrez_id	cds_length	gc_content
ENSG00000112249	ASCC3	ENST00000369162.7	NM_006828.4	10973	6606	0.4043
ENSG00000204175	GPRIN2	ENST00000374314.6	NM_001385282.1	9721	1374	0.6623
ENSG00000092199	HNRNPC	ENST00000553300.6	NM_004500.4	3183	879	0.479
ENSG00000205981	DNAJC19	ENST00000382564.8	NM_145261.4	131118	348	0.4138
ENSG00000008853	RHOBTB2	ENST00000251822.7	NM_015178.3	23221	2181	0.5951
ENSG00000161217	PCYT1A	ENST00000431016.6	NM_001312673.2	5130	1101	0.5059
ENSG00000155542	SETD9	ENST00000285947.5	NM_153706.4	133383	897	0.427
ENSG00000122376	SHLD2	ENST00000298786.5	NM_001330112.2	54537	2712	0.3824
ENSG00000018869	ZNF582	ENST00000586929.6	NM_001320371.4	147948	1551	0.4088
ENSG00000166902	MRPL16	ENST00000300151.5	NM_017840.4	54948	753	0.5153
ENSG00000064651	SLC12A2	ENST00000262461.7	NM_001046.3	6558	3636	0.4662
ENSG00000166398	GARRE1	ENST00000299505.8	NM_014686.5	9710	3210	0.5555
ENSG00000110422	HIPK3	ENST00000303296.9	NM_005734.5	10114	3645	0.4365
ENSG00000186106	ANKRD46	ENST00000335659.7	NM_001270377.2	157567	684	0.4678
ENSG00000144566	RAB5A	ENST00000273047.9	NM_004162.5	5868	645	0.414
ENSG00000167664	TMIGD2	ENST00000595645.6	NM_001169126.2	126259	834	0.6451
ENSG00000123353	ORMDL2	ENST00000243045.10	NM_014182.5	29095	459	0.5098
ENSG00000213030	CGB8	ENST00000448456.4	NM_033183.3	94115	495	0.6667
ENSG00000186020	ZNF529	ENST00000591340.6	NM_020951.5	57711	1689	0.386
ENSG00000257218	GATC	ENST00000551765.6	NM_176818.3	283459	408	0.6078
ENSG00000130234	ACE2	ENST00000252519.8	NM_001371415.1	59272	2415	0.4298
ENSG00000204954	UQCC6	ENST00000378090.9	NM_001135570.3	728568	213	0.5164
ENSG00000160799	CCDC12	ENST00000683445.1	NM_001277074.2	151903	498	0.5924
ENSG00000125651	GTF2F1	ENST00000394456.10	NM_002096.3	2962	1551	0.6015
ENSG00000206047	DEFA1	ENST00000382692.3	NM_004084.4	1667	282	0.5709
ENSG00000104687	GSR	ENST00000221130.11	NM_000637.5	2936	1566	0.5364
ENSG00000115592	PRKAG3	ENST00000439262.7	NM_017431.4	53632	1467	0.589
ENSG00000111678	C12orf57	ENST00000229281.6	NM_138425.4	113246	378	0.627
ENSG00000171467	ZNF318	ENST00000361428.3	NM_014345.3	24149	6837	0.4961
ENSG00000130985	UBA1	ENST00000335972.11	NM_003334.4	7317	3174	0.563
ENSG00000163673	DCLK3	ENST00000636136.2	NM_001394672.2	85443	2451	0.5639
ENSG00000127311	HELB	ENST00000247815.9	NM_001370285.1	92797	3261	0.4195
ENSG00000146242	TPBG	ENST00000369750.4	NM_001376922.1	7162	1260	0.6167
ENSG00000213465	ARL2	ENST00000246747.9	NM_001667.4	402	552	0.596
ENSG00000114395	CYB561D2	ENST00000425346.6	NM_001291284.2	11068	666	0.6051
ENSG00000112081	SRSF3	ENST00000373715.11	NM_003017.5	6428	492	0.502
ENSG00000146021	KLHL3	ENST00000309755.9	NM_017415.3	26249	1761	0.5332
ENSG00000144681	STAC	ENST00000273183.8	NM_003149.3	6769	1206	0.505
ENSG00000149100	EIF3M	ENST00000531120.6	NM_006360.6	10480	1122	0.4082
ENSG00000121749	TBC1D15	ENST00000485960.7	NM_001146213.3	64786	2022	0.3902
ENSG00000101463	SYNDIG1	ENST00000376862.4	NM_024893.3	79953	774	0.593
ENSG00000161249	DMKN	ENST00000339686.8	NM_033317.5	93099	1428	0.5966
ENSG00000214736	TOMM6	ENST00000398881.4	NM_001382294.1	100188893	222	0.5541
ENSG00000216921	FAM240C	ENST00000404031.6	NM_001382368.1	285095	285	0.5439
ENSG00000164237	CMBL	ENST00000296658.4	NM_138809.4	134147	735	0.4463
ENSG00000101349	PAK5	ENST00000353224.10	NM_177990.4	57144	2157	0.5253
ENSG00000040341	STAU2	ENST00000524300.6	NM_001164380.2	27067	1710	0.4339
ENSG00000047579	DTNBP1	ENST00000344537.10	NM_032122.5	84062	1053	0.5214
ENSG00000164048	ZNF589	ENST00000354698.8	NM_016089.3	51385	1092	0.5119
ENSG00000101049	SGK2	ENST00000373100.7	NM_170693.3	10110	1101	0.555
ENSG00000171202	TMEM126A	ENST00000304511.7	NM_032273.4	84233	585	0.3829
ENSG00000108561	C1QBP	ENST00000225698.8	NM_001212.4	708	846	0.5461
ENSG00000153551	CMTM7	ENST00000334983.10	NM_138410.4	112616	525	0.6019
ENSG00000005100	DHX33	ENST00000225296.8	NM_020162.4	56919	2121	0.5507
ENSG00000171368	TPPP	ENST00000360578.7	NM_007030.3	11076	657	0.6362
ENSG00000165424	ZCCHC24	ENST00000372336.4	NM_153367.4	219654	723	0.639
ENSG00000110002	VWA5A	ENST00000456829.7	NM_001130142.2	4013	2358	0.503
ENSG00000148459	PDSS1	ENST00000376215.10	NM_014317.5	23590	1245	0.4763
ENSG00000146109	ABT1	ENST00000274849.3	NM_013375.4	29777	816	0.6152
ENSG00000188338	SLC38A3	ENST00000614032.5	NM_006841.6	10991	1512	0.5648
ENSG00000096433	ITPR3	ENST00000605930.3	NM_002224.4	3710	8013	0.5841
ENSG00000167941	SOST	ENST00000301691.3	NM_025237.3	50964	639	0.6886
ENSG00000231256	CFAP97D1	ENST00000449302.8	NM_001136483.3	284067	492	0.4329
ENSG00000197043	ANXA6	ENST00000354546.10	NM_001155.5	309	2019	0.5369
ENSG00000188716	DUSP29	ENST00000338487.6	NM_001003892.3	338599	660	0.6242
ENSG00000148672	GLUD1	ENST00000277865.5	NM_005271.5	2746	1674	0.5215
ENSG00000101134	DOK5	ENST00000262593.10	NM_018431.5	55816	918	0.4924
ENSG00000175106	TVP23C	ENST00000518321.6	NM_001135036.2	201158	609	0.4253
ENSG00000284629	SCYGR1	ENST00000641359.1	NM_001395402.1	112441428	264	0.6477
ENSG00000125772	GPCPD1	ENST00000379019.7	NM_019593.5	56261	2016	0.4023
ENSG00000284643	SCYGR2	ENST00000641394.1	NM_001395403.1	112441435	360	0.6639
ENSG00000284704	SCYGR3	ENST00000642029.1	NM_001395404.1	112441429	300	0.6533
ENSG00000284631	SCYGR4	ENST00000641801.2	NM_001395405.1	112441430	315	0.6635
ENSG00000138621	PPCDC	ENST00000342932.8	NM_021823.5	60490	612	0.5719
ENSG00000284667	SCYGR5	ENST00000641976.1	NM_001395406.1	112441437	255	0.6667
ENSG00000284725	SCYGR6	ENST00000641918.1	NM_001395407.1	112441431	315	0.6762
ENSG00000284718	SCYGR7	ENST00000641700.1	NM_001395408.1	112441438	288	0.6736
ENSG00000284635	SCYGR8	ENST00000641981.2	NM_001395409.1	112441432	324	0.6698
ENSG00000241370	RPP21	ENST00000442966.7	NM_024839.4	79897	462	0.6147
ENSG00000239713	APOBEC3G	ENST00000407997.4	NM_021822.4	60489	1152	0.5104
ENSG00000278023	RDM1	ENST00000620284.5	NM_145654.4	201299	852	0.4836
ENSG00000214694	ARHGEF33	ENST00000409978.7	NM_001145451.5	100271715	2610	0.5349
ENSG00000150990	DHX37	ENST00000308736.7	NM_032656.4	57647	3471	0.6116
ENSG00000166411	IDH3A	ENST00000299518.7	NM_005530.3	3419	1098	0.4727
ENSG00000173567	ADGRF3	ENST00000651242.2	NM_001321971.2	165082	3012	0.5963
ENSG00000100325	ASCC2	ENST00000307790.8	NM_032204.5	84164	2271	0.5548
ENSG00000197903	H2BC12	ENST00000356950.2	NM_001312653.2	85236	378	0.6164
ENSG00000066379	POLR1H	ENST00000332435.10	NM_170783.4	30834	378	0.5503
ENSG00000088298	EDEM2	ENST00000374492.8	NM_018217.3	55741	1734	0.5525
ENSG00000139233	LLPH	ENST00000266604.7	NM_032338.4	84298	387	0.4083
ENSG00000185101	ANO9	ENST00000332826.7	NM_001012302.3	338440	2346	0.6057
ENSG00000137210	TMEM14B	ENST00000379542.10	NM_030969.5	81853	342	0.5
ENSG00000275722	LYZL6	ENST00000615905.5	NM_020426.4	57151	444	0.5068
ENSG00000165714	BORCS5	ENST00000314565.9	NM_058169.6	118426	588	0.5459
ENSG00000134107	BHLHE40	ENST00000256495.4	NM_003670.3	8553	1236	0.5558
ENSG00000166863	TAC3	ENST00000458521.7	NM_013251.4	6866	363	0.5455
ENSG00000275718	CCL15	ENST00000617897.2	NM_032965.6	6359	339	0.4956
ENSG00000163064	EN1	ENST00000295206.7	NM_001426.4	2019	1176	0.6998
ENSG00000274736	CCL23	ENST00000615050.2	NM_005064.6	6368	411	0.5158
ENSG00000144119	C1QL2	ENST00000272520.4	NM_182528.4	165257	861	0.6713
ENSG00000120992	LYPLA1	ENST00000316963.8	NM_006330.4	10434	690	0.4609
ENSG00000221955	SLC12A8	ENST00000469902.6	NM_024628.6	84561	2142	0.5654
ENSG00000274808	TBC1D3B	ENST00000611257.5	NM_001001417.7	414059	1647	0.5841
ENSG00000101363	MANBAL	ENST00000373606.8	NM_001003897.2	63905	255	0.5765
ENSG00000286095	SPEGNB	ENST00000651166.2	NM_001286811.2	100996693	714	0.6345
ENSG00000274933	TBC1D3I	ENST00000621034.2	NM_001291463.2	102724862	1647	0.5865
ENSG00000104142	VPS18	ENST00000220509.10	NM_020857.3	57617	2919	0.6136
ENSG00000121621	KIF18A	ENST00000263181.7	NM_031217.4	81930	2694	0.3764
ENSG00000020256	ZFP64	ENST00000216923.5	NM_018197.3	55734	2043	0.5771
ENSG00000140463	BBS4	ENST00000268057.9	NM_033028.5	585	1557	0.465
ENSG00000170004	CHD3	ENST00000330494.12	NM_001005273.3	1107	6000	0.5512
ENSG00000050438	SLC4A8	ENST00000453097.7	NM_001039960.3	9498	3279	0.4846
ENSG00000196072	BLOC1S2	ENST00000370372.7	NM_173809.5	282991	426	0.4906
ENSG00000112276	POPDC1	ENST00000314641.10	NM_001199563.2	11149	1080	0.4157
ENSG00000149658	YTHDF1	ENST00000370339.8	NM_017798.4	54915	1677	0.5635
ENSG00000182698	RESP18	ENST00000333527.7	NM_001441699.1	389075	684	0.5819
ENSG00000064787	BCAS1	ENST00000688948.1	NM_001366298.2	8537	1887	0.5178
ENSG00000108100	CCNY	ENST00000374704.8	NM_145012.6	219771	1023	0.5024
ENSG00000110700	RPS13	ENST00000525634.6	NM_001017.3	6207	453	0.4636
ENSG00000115488	NEU2	ENST00000233840.3	NM_005383.2	4759	1140	0.6404
ENSG00000035664	DAPK2	ENST00000457488.6	NM_014326.5	23604	1110	0.5378
ENSG00000213676	ATF6B	ENST00000375203.8	NM_004381.5	1388	2109	0.5955
ENSG00000132740	IGHMBP2	ENST00000255078.8	NM_002180.3	3508	2979	0.5901
ENSG00000153815	CMIP	ENST00000537098.8	NM_198390.3	80790	2319	0.5856
ENSG00000166145	SPINT1	ENST00000562057.6	NM_003710.4	6692	1539	0.6147
ENSG00000173230	GOLGB1	ENST00000614479.5	NM_001366282.2	2804	9792	0.4145
ENSG00000155846	PPARGC1B	ENST00000309241.10	NM_133263.4	133522	3069	0.6149
ENSG00000171823	FBXL14	ENST00000339235.4	NM_152441.3	144699	1254	0.6348
ENSG00000127337	YEATS4	ENST00000247843.7	NM_006530.4	8089	681	0.3627
ENSG00000277399	GPR179	ENST00000616987.5	NM_001004334.4	440435	7101	0.5836
ENSG00000274211	SOCS7	ENST00000612932.6	NM_014598.4	30837	1935	0.6315
ENSG00000122861	PLAU	ENST00000372764.4	NM_002658.6	5328	1293	0.5391
ENSG00000277363	SRCIN1	ENST00000617146.5	NM_025248.3	80725	3549	0.6726
ENSG00000120800	UTP20	ENST00000261637.5	NM_014503.3	27340	8355	0.4183
ENSG00000174501	ANKRD36C	ENST00000295246.7	NM_001393982.1	400986	6357	0.4003
ENSG00000125999	BPIFB1	ENST00000253354.2	NM_033197.3	92747	1452	0.5503
ENSG00000243716	NPIPB5	ENST00000424340.7	NM_001395849.1	100132247	3399	0.5596
ENSG00000164934	DCAF13	ENST00000612750.5	NM_015420.7	25879	1335	0.4075
ENSG00000141316	SPACA3	ENST00000269053.8	NM_173847.5	124912	645	0.5767
ENSG00000244623	OR2AE1	ENST00000316368.3	NM_001005276.1	81392	969	0.4871
ENSG00000186188	FFAR4	ENST00000371481.9	NM_001195755.2	338557	1083	0.5946
ENSG00000138138	ATAD1	ENST00000680024.1	NM_001321967.2	84896	1083	0.4127
ENSG00000277443	MARCKS	ENST00000612661.2	NM_002356.7	4082	996	0.747
ENSG00000266714	MYO15B	ENST00000645453.3	NM_001395058.1	80022	9288	0.6554
ENSG00000166908	PIP4K2C	ENST00000354947.10	NM_024779.5	79837	1263	0.5313
ENSG00000204256	BRD2	ENST00000374825.9	NM_005104.4	6046	2403	0.5127
ENSG00000180354	MTURN	ENST00000324453.13	NM_152793.3	222166	393	0.5725
ENSG00000137713	PPP2R1B	ENST00000527614.6	NM_002716.5	5519	1803	0.452
ENSG00000129465	RIPK3	ENST00000216274.10	NM_006871.4	11035	1554	0.5605
ENSG00000249751	ECSCR	ENST00000618155.3	NM_001077693.4	641700	615	0.5431
ENSG00000104723	TUSC3	ENST00000503731.6	NM_006765.4	7991	1044	0.4722
ENSG00000137767	SQOR	ENST00000260324.12	NM_021199.4	58472	1350	0.4963
ENSG00000170653	ATF7	ENST00000420353.7	NM_006856.3	11016	1449	0.5424
ENSG00000240230	COX19	ENST00000344111.4	NM_001031617.3	90639	270	0.4185
ENSG00000100462	PRMT5	ENST00000324366.13	NM_006109.5	10419	1911	0.5207
ENSG00000101004	NINL	ENST00000278886.11	NM_025176.6	22981	4146	0.5984
ENSG00000075234	TTC38	ENST00000381031.8	NM_017931.4	55020	1407	0.5686
ENSG00000073067	CYP2W1	ENST00000308919.12	NM_017781.3	54905	1470	0.6891
ENSG00000172667	ZMAT3	ENST00000311417.7	NM_022470.4	64393	867	0.5133
ENSG00000183111	ARHGEF37	ENST00000333677.7	NM_001001669.3	389337	2025	0.5773
ENSG00000170312	CDK1	ENST00000395284.8	NM_001786.5	983	891	0.3883
ENSG00000164853	UNCX	ENST00000316333.9	NM_001080461.3	340260	1593	0.7646
ENSG00000120094	HOXB1	ENST00000239174.7	NM_002144.4	3211	903	0.6202
ENSG00000173917	HOXB2	ENST00000330070.6	NM_002145.4	3212	1068	0.6479
ENSG00000170364	SETMAR	ENST00000358065.5	NM_006515.4	6419	2052	0.4557
ENSG00000182742	HOXB4	ENST00000332503.6	NM_024015.5	3214	753	0.6866
ENSG00000120075	HOXB5	ENST00000239151.6	NM_002147.4	3215	807	0.627
ENSG00000260027	HOXB7	ENST00000239165.9	NM_004502.4	3217	651	0.6083
ENSG00000170689	HOXB9	ENST00000311177.7	NM_024017.5	3219	750	0.6173
ENSG00000164091	WDR82	ENST00000296490.8	NM_025222.4	80335	939	0.4696
ENSG00000198780	FAM169A	ENST00000687041.1	NM_001376049.1	26049	2010	0.4269
ENSG00000170425	ADORA2B	ENST00000304222.3	NM_000676.4	136	996	0.5542
ENSG00000129245	FXR2	ENST00000250113.12	NM_004860.4	9513	2019	0.5632
ENSG00000163577	EIF5A2	ENST00000295822.7	NM_020390.6	56648	459	0.427
ENSG00000020181	ADGRA2	ENST00000412232.3	NM_032777.10	25960	4014	0.6677
ENSG00000101210	EEF1A2	ENST00000217182.6	NM_001958.5	1917	1389	0.6213
ENSG00000171466	ZNF562	ENST00000453372.7	NM_001130031.2	54811	1278	0.4108
ENSG00000176681	LRRC37A	ENST00000320254.5	NM_014834.4	9884	5100	0.4888
ENSG00000135097	MSI1	ENST00000257552.7	NM_002442.4	4440	1086	0.6105
ENSG00000175193	PARL	ENST00000317096.9	NM_018622.7	55486	1137	0.467
ENSG00000100380	ST13	ENST00000216218.8	NM_003932.5	6767	1107	0.4706
ENSG00000180822	PSMG4	ENST00000438998.7	NM_001128591.2	389362	369	0.5935
ENSG00000107719	PALD1	ENST00000263563.7	NM_014431.3	27143	2568	0.6262
ENSG00000124275	MTRR	ENST00000440940.7	NM_002454.3	4552	2094	0.4637
ENSG00000187240	DYNC2H1	ENST00000375735.7	NM_001377.3	79659	12921	0.3871
ENSG00000170265	ZNF282	ENST00000610704.5	NM_003575.4	8427	2013	0.6533
ENSG00000204267	TAP2	ENST00000374897.4	NM_001290043.2	6891	2058	0.5899
ENSG00000197019	SERTAD1	ENST00000357949.5	NM_013376.4	29950	708	0.6455
ENSG00000204946	ZNF783	ENST00000434415.6	NM_001195220.2	100289678	1638	0.6685
ENSG00000088038	CNOT3	ENST00000221232.11	NM_014516.4	4849	2259	0.6038
ENSG00000176595	KBTBD11	ENST00000320248.4	NM_014867.3	9920	1869	0.7694
ENSG00000139637	MYG1	ENST00000267103.10	NM_021640.4	60314	1128	0.5993
ENSG00000165119	HNRNPK	ENST00000376263.8	NM_031263.4	3190	1392	0.4727
ENSG00000168754	FAM178B	ENST00000490605.3	NM_001122646.3	51252	2037	0.619
ENSG00000164733	CTSB	ENST00000353047.11	NM_001908.5	1508	1017	0.5654
ENSG00000100983	GSS	ENST00000651619.1	NM_000178.4	2937	1422	0.564
ENSG00000163938	GNL3	ENST00000418458.6	NM_014366.5	26354	1647	0.4353
ENSG00000185306	C12orf56	ENST00000543942.7	NM_001170633.2	115749	1866	0.4421
ENSG00000111266	DUSP16	ENST00000298573.9	NM_030640.3	80824	1995	0.5113
ENSG00000175792	RUVBL1	ENST00000322623.10	NM_003707.3	8607	1368	0.5132
ENSG00000119688	ABCD4	ENST00000356924.9	NM_005050.4	5826	1818	0.5611
ENSG00000182446	NPLOC4	ENST00000331134.11	NM_017921.4	55666	1824	0.523
ENSG00000189007	ADAT2	ENST00000237283.9	NM_182503.3	134637	573	0.4817
ENSG00000172469	MANEA	ENST00000358812.9	NM_024641.4	79694	1386	0.3838
ENSG00000120832	MTERF2	ENST00000240050.9	NM_001033050.3	80298	1155	0.3775
ENSG00000204520	MICA	ENST00000449934.7	NM_001177519.3	100507436	996	0.5442
ENSG00000257093	DENND11	ENST00000536163.6	NM_001080392.2	57189	1365	0.5846
ENSG00000139318	DUSP6	ENST00000279488.8	NM_001946.4	1848	1143	0.5678
ENSG00000071677	PRLH	ENST00000165524.1	NM_015893.1	51052	261	0.6743
ENSG00000213654	GPSM3	ENST00000375040.8	NM_001276501.2	63940	480	0.65
ENSG00000215021	PHB2	ENST00000535923.6	NM_001144831.2	11331	897	0.5663
ENSG00000152582	SPEF2	ENST00000356031.8	NM_024867.4	79925	5466	0.4056
ENSG00000204576	PRR3	ENST00000376560.8	NM_025263.4	80742	564	0.5833
ENSG00000166922	SCG5	ENST00000300175.9	NM_001144757.3	6447	636	0.5063
ENSG00000152430	BOLL	ENST00000392296.9	NM_033030.6	66037	849	0.4264
ENSG00000238083	LRRC37A2	ENST00000576629.6	NM_001006607.3	474170	5100	0.4886
ENSG00000009844	VTA1	ENST00000367630.9	NM_016485.5	51534	921	0.4441
ENSG00000107954	NEURL1	ENST00000369780.9	NM_004210.5	9148	1722	0.6829
ENSG00000284753	EEF1AKMT4	ENST00000324557.9	NM_032331.4	110599564	765	0.6052
ENSG00000010292	NCAPD2	ENST00000315579.10	NM_014865.4	9918	4203	0.5244
ENSG00000173821	RNF213	ENST00000582970.6	NM_001256071.3	57674	15621	0.5342
ENSG00000165678	GHITM	ENST00000372134.6	NM_014394.3	27069	1035	0.4715
ENSG00000079974	RABL2B	ENST00000691320.1	NM_001130919.3	11158	687	0.5167
ENSG00000157020	SEC13	ENST00000350697.8	NM_183352.3	6396	966	0.5652
ENSG00000134824	FADS2	ENST00000278840.9	NM_004265.4	9415	1332	0.5556
ENSG00000168216	LMBRD1	ENST00000649934.3	NM_018368.4	55788	1620	0.379
ENSG00000157470	FAM81A	ENST00000288228.10	NM_152450.3	145773	1104	0.4728
ENSG00000168172	HOOK3	ENST00000307602.9	NM_032410.4	84376	2154	0.4123
ENSG00000101161	PRPF6	ENST00000266079.5	NM_012469.4	24148	2823	0.5703
ENSG00000105737	GRIK5	ENST00000593562.6	NM_002088.5	2901	2940	0.631
ENSG00000146067	FAM193B	ENST00000514747.6	NM_001190946.3	54540	2466	0.6294
ENSG00000182325	FBXL6	ENST00000331890.6	NM_012162.4	26233	1617	0.6704
ENSG00000198105	ZNF248	ENST00000395867.8	NM_021045.3	57209	1737	0.4001
ENSG00000104044	OCA2	ENST00000354638.8	NM_000275.3	4948	2514	0.5497
ENSG00000089123	TASP1	ENST00000337743.9	NM_017714.3	55617	1260	0.4881
ENSG00000185829	ARL17A	ENST00000336125.6	NM_001113738.2	51326	531	0.484
ENSG00000180104	EXOC3	ENST00000512944.6	NM_007277.5	11336	2235	0.5477
ENSG00000105732	ZNF574	ENST00000359044.5	NM_022752.6	64763	2688	0.6265
ENSG00000169021	UQCRFS1	ENST00000304863.6	NM_006003.3	7386	822	0.5389
ENSG00000181378	CFAP65	ENST00000341552.10	NM_194302.4	255101	5775	0.5822
ENSG00000204922	UQCC3	ENST00000377953.4	NM_001085372.3	790955	279	0.6452
ENSG00000100902	PSMA6	ENST00000261479.9	NM_002791.3	5687	738	0.4268
ENSG00000170017	ALCAM	ENST00000306107.9	NM_001627.4	214	1749	0.4231
ENSG00000105372	RPS19	ENST00000598742.6	NM_001022.4	6223	435	0.5816
ENSG00000196700	ZNF512B	ENST00000369888.6	NM_020713.3	57473	2676	0.6233
ENSG00000178301	AQP11	ENST00000313578.4	NM_173039.3	282679	813	0.5597
ENSG00000196655	TRAPPC4	ENST00000533632.6	NM_016146.6	51399	657	0.516
ENSG00000142319	SLC6A3	ENST00000270349.12	NM_001044.5	6531	1860	0.6027
ENSG00000136738	STAM	ENST00000377524.8	NM_003473.4	8027	1620	0.4481
ENSG00000181026	AEN	ENST00000332810.4	NM_022767.4	64782	975	0.6236
ENSG00000156787	TBC1D31	ENST00000287380.6	NM_145647.4	93594	3198	0.399
ENSG00000101337	TM9SF4	ENST00000398022.7	NM_014742.4	9777	1926	0.5286
ENSG00000204475	NCR3	ENST00000340027.10	NM_147130.3	259197	603	0.6053
ENSG00000197728	RPS26	ENST00000646449.2	NM_001029.5	6231	345	0.5362
ENSG00000130299	GTPBP3	ENST00000324894.13	NM_032620.4	84705	1476	0.6795
ENSG00000171634	BPTF	ENST00000306378.11	NM_182641.4	2186	8760	0.4566
ENSG00000169410	PTPN9	ENST00000618819.5	NM_002833.4	5780	1779	0.5065
ENSG00000111639	MRPL51	ENST00000229238.5	NM_016497.4	51258	384	0.5052
ENSG00000163814	CDCP1	ENST00000296129.6	NM_022842.5	64866	2508	0.5474
ENSG00000144481	TRPM8	ENST00000324695.9	NM_024080.5	79054	3312	0.5009
ENSG00000120438	TCP1	ENST00000321394.12	NM_030752.3	6950	1668	0.4203
ENSG00000142089	IFITM3	ENST00000399808.5	NM_021034.3	10410	399	0.594
ENSG00000111247	RAD51AP1	ENST00000352618.9	NM_006479.5	10635	1005	0.4129
ENSG00000165905	LARGE2	ENST00000401752.6	NM_001300721.2	120071	2163	0.6338
ENSG00000175697	GPR156	ENST00000464295.6	NM_153002.3	165829	2442	0.5389
ENSG00000256235	SMIM3	ENST00000526627.2	NM_032947.5	85027	180	0.5222
ENSG00000186314	PRELID2	ENST00000683046.1	NM_205846.3	153768	531	0.4557
ENSG00000008952	SEC62	ENST00000337002.9	NM_003262.4	7095	1197	0.4119
ENSG00000197893	NRAP	ENST00000359988.4	NM_198060.4	4892	5190	0.5098
ENSG00000182218	HHIPL1	ENST00000330710.10	NM_001127258.3	84439	2346	0.6688
ENSG00000175416	CLTB	ENST00000310418.9	NM_007097.5	1212	687	0.6114
ENSG00000064726	BTBD1	ENST00000261721.9	NM_025238.4	53339	1446	0.4979
ENSG00000197860	SGTB	ENST00000381007.9	NM_019072.3	54557	912	0.4298
ENSG00000176358	TAC4	ENST00000436235.6	NM_001077506.2	255061	321	0.5794
ENSG00000144488	ESPNL	ENST00000343063.8	NM_194312.4	339768	3015	0.6922
ENSG00000013275	PSMC4	ENST00000157812.7	NM_006503.4	5704	1254	0.551
ENSG00000165795	NDRG2	ENST00000556147.6	NM_001320329.2	57447	1113	0.5382
ENSG00000118058	KMT2A	ENST00000534358.8	NM_001197104.2	4297	11916	0.4813
ENSG00000048544	MRPS10	ENST00000053468.4	NM_018141.4	55173	603	0.4179
ENSG00000144840	RABL3	ENST00000273375.8	NM_173825.5	285282	708	0.4379
ENSG00000275832	ARHGAP23	ENST00000622683.5	NM_001199417.2	57636	4473	0.6669
ENSG00000146143	PRIM2	ENST00000615550.5	NM_000947.5	5558	1527	0.4132
ENSG00000113645	WWC1	ENST00000265293.9	NM_015238.3	23286	3339	0.5726
ENSG00000124444	ZNF576	ENST00000336564.5	NM_001145347.2	79177	510	0.6255
ENSG00000089063	TMEM230	ENST00000202834.12	NM_001009925.2	29058	360	0.4972
ENSG00000184502	GAST	ENST00000329402.4	NM_000805.5	2520	303	0.6106
ENSG00000185798	WDR53	ENST00000332629.7	NM_182627.3	348793	1074	0.4553
ENSG00000182199	SHMT2	ENST00000328923.8	NM_005412.6	6472	1512	0.582
ENSG00000156232	WHAMM	ENST00000286760.5	NM_001080435.3	123720	2427	0.5414
ENSG00000165046	LETM2	ENST00000379957.9	NM_001286819.2	137994	1473	0.4549
ENSG00000141527	CARD14	ENST00000648509.2	NM_001366385.1	79092	3012	0.6351
ENSG00000067141	NEO1	ENST00000261908.11	NM_002499.4	4756	4383	0.4821
ENSG00000189298	ZKSCAN3	ENST00000252211.7	NM_024493.4	80317	1614	0.5198
ENSG00000130311	DDA1	ENST00000359866.9	NM_024050.6	79016	306	0.549
ENSG00000196507	TCEAL3	ENST00000372627.10	NM_032926.3	85012	600	0.5367
ENSG00000146386	ABRACL	ENST00000367660.4	NM_021243.3	58527	243	0.4033
ENSG00000118620	ZNF430	ENST00000261560.10	NM_025189.4	80264	1710	0.3801
ENSG00000051341	POLQ	ENST00000264233.6	NM_199420.4	10721	7770	0.4115
ENSG00000149313	AASDHPPT	ENST00000278618.9	NM_015423.3	60496	927	0.4337
ENSG00000160117	ANKLE1	ENST00000404085.7	NM_152363.6	126549	1845	0.6423
ENSG00000143889	HNRNPLL	ENST00000449105.8	NM_138394.4	92906	1626	0.4403
ENSG00000102181	CD99L2	ENST00000370377.8	NM_031462.4	83692	786	0.5522
ENSG00000172409	CLP1	ENST00000533682.2	NM_006831.3	10978	1275	0.5169
ENSG00000164442	CITED2	ENST00000367651.4	NM_006079.5	10370	810	0.6395
ENSG00000133401	PDZD2	ENST00000438447.2	NM_178140.4	23037	8517	0.5552
ENSG00000291309	LY6S	ENST00000706920.2	NM_001406478.1	105375795	402	0.6095
ENSG00000180834	MAP6D1	ENST00000318631.8	NM_024871.4	79929	597	0.7002
ENSG00000066651	TRMT11	ENST00000334379.11	NM_001031712.3	60487	1389	0.4096
ENSG00000110492	MDK	ENST00000395566.9	NM_002391.6	4192	429	0.634
ENSG00000158863	FHIP2B	ENST00000289921.8	NM_022749.7	64760	2229	0.6178
ENSG00000065485	PDIA5	ENST00000316218.12	NM_006810.4	10954	1557	0.5228
ENSG00000108733	PEX12	ENST00000225873.9	NM_000286.3	5193	1077	0.4726
ENSG00000108924	HLF	ENST00000226067.10	NM_002126.5	3131	885	0.5695
ENSG00000220008	LINGO3	ENST00000698372.1	NM_001101391.3	645191	1776	0.7145
ENSG00000198356	GET3	ENST00000357332.8	NM_004317.4	439	1044	0.5785
ENSG00000261873	SMIM36	ENST00000636752.2	NM_001395421.2	101927367	279	0.5699
ENSG00000120306	CYSTM1	ENST00000261811.6	NM_032412.4	84418	291	0.5739
